西游记之大闹天宫,动作/冒险/家庭,郑保瑞 Pou-Soi Cheang&nbsp; , , ,ftp://ygdy8:ygdy8@d201.dygod.org:9180/[阳光电影www.ygdy8.com].西游记之大闹天宫.HD.720p.粤语中字.rmvb
异度迷局/七夜惊魂,悬疑/惊悚,徐杰 Jade Hsu ,温兆伦 Siu-Lun Wan ....冯伟峰<br />　　　　　　郑佩佩 Pei-pei Cheng ....王泉<br />　　　　　　杨斯 Si Yang ....爱玲&nbsp;, ,ftp://ygdy8:ygdy8@d006.dygod.org:1166/[阳光电影www.ygdy8.com].异度迷局.HD.720p.国语中字.mkv
狂舞派,动作/歌舞,黄修平, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9179/[阳光电影www.ygdy8.com].狂舞派.BD.720p.国粤双语中字.mkv
天注定,剧情,贾樟柯 Zhangke Jia, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9178/[阳光电影www.ygdy8.com].天注定.BD.720p.中文字幕.rmvb
西游记之大闹天宫,动作/冒险/家庭,郑保瑞 Pou-Soi Cheang&nbsp; , , ,ftp://ygdy8:ygdy8@d201.dygod.org:9177/[阳光电影www.ygdy8.com].西游记之大闹天宫.HD.720p.国语中字.rmvb
周恩来的四个昼夜,剧情/历史,陈力 Li Chen, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1163/[阳光电影www.ygdy8.com].周恩来的四个昼夜.HD.1024x576.国语中字.rmvb
完美超越,剧情/喜剧&nbsp; ,尹博 Bo Yin, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9176/[阳光电影www.ygdy8.com].完美超越.HD.720p.国语中字.rmvb
李可乐寻人记,喜剧/爱情 ,周伟&nbsp; Wei Zhou ,喻恩泰 Entai Yu...&nbsp; 李可乐&nbsp;, ,ftp://ygdy8:ygdy8@d006.dygod.org:1162/[阳光电影www.ygdy8.com].李可乐寻人记.HD.720p.国语中字.rmvb
江南爱情故事,爱情/战争 ,任鹏 Ren Peng ,沈秋雨 Shen Qiu Yu, ,ftp://ygdy8:ygdy8@d201.dygod.org:9176/[阳光电影www.ygdy8.com].江南爱情故事.HD.720p.国语中字.rmvb
初到东京, , , , ,ftp://ygdy8:ygdy8@d068.dydytt.net:9001/[阳光电影www.ygdy8.com].初到东京.HD.720p.国语中字.mkv
团圆, , , , ,ftp://ygdy8:ygdy8@d067.dydytt.net:8037/[阳光电影www.ygdy8.com].团圆.HD.720p.国语中字.mkv
临终囧事,惊悚/剧情/喜剧 ,钱江汉 Chin Cub, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9174/[阳光电影www.ygdy8.com].临终囧事.BD.720p.国粤双语中字.mkv
六福喜事,喜剧/爱情,谷德昭 Vincent Kok, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1159/[阳光电影www.ygdy8.com].六福喜事.BD.720p.国粤双语中字.mkv
四大名捕2,动作/悬疑/奇幻/武侠,陈嘉上 Gordon Chan, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1158/[阳光电影www.ygdy8.com].四大名捕2.BD.720p.国粤双语中字.mkv
爸妈不在家,剧情,陈哲艺 Anthony Chen, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1156/[阳光电影www.ygdy8.com].爸妈不在家.BD.720p.中文字幕.rmvb
巴啦啦小魔仙之魔法的考验,儿童/奇幻/冒险,于人 Ren Yu ,陈雨薇 Yuwei Chen&nbsp; ....魔仙小蓝, ,ftp://ygdy8:ygdy8@d006.dygod.org:1155/[阳光电影www.ygdy8.com].巴啦啦小魔仙之魔法的考验.HD.720p.国语中字.rmvb
谁说我们不会爱,爱情&nbsp; ,刘宝贤 Bowie Lau ,杜淳 Chun Du&nbsp; ....辛小野, ,ftp://ygdy8:ygdy8@d006.dygod.org:1153/[阳光电影www.ygdy8.com].谁说我们不会爱.HD.720p.国语中字.rmvb
过界男女,剧情/爱情,刘韵文 Flora Lau ,刘嘉玲 Carina Lau, ,ftp://ygdy8:ygdy8@d006.dygod.org:1152/[阳光电影www.ygdy8.com].过界男女.HD.720p.国语中字.rmvb
金刚王：死亡救赎,剧情/动作,罗永昌 Wing-cheong Law, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1151/[阳光电影www.ygdy8.com].金刚王.BD.720p.中文字幕.rmvb
大话天仙,喜剧/奇幻/古装,刘镇伟 Jeffrey Lau, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9163/[阳光电影www.ygdy8.com].大话天仙.HD.720p.国语中字.rmvb
爸爸去哪儿,家庭/儿童/喜剧,谢涤葵 Dikui Xie, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9163/[阳光电影www.ygdy8.com].爸爸去哪儿HD国语中字.rmvb
风暴,动作/犯罪,袁锦麟 Alan Yuen, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9159/[阳光电影www.ygdy8.com].风暴.BD.720p.国粤双语中字.mkv
前任攻略,喜剧/爱情,田羽生 Yu-sheng Tian, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1145/[阳光电影www.ygdy8.com].前任攻略.HD.720p.国语中字.rmvb
熊出没之夺宝熊兵,喜剧/动画/家庭/冒险,丁亮 Liang Ding, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1144/[阳光电影www.ygdy8.com].熊出没之夺宝熊兵.HD.720p.国语中字.rmvb
刺客,剧情/动作,苗述 Shu Miao, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9158/[阳光电影www.ygdy8.com].刺客.HD.720p.国语中字.mkv
对不起，我爱你,爱情,杨子 Larry Yang, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9158/[阳光电影www.ygdy8.com].对不起，我爱你.HD.720p.国语中字.mkv
六福喜事,喜剧/爱情,谷德昭 Vincent Kok, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9154/[阳光电影www.ygdy8.com].六福喜事.HD.720p.国语.rmvb
迷魂之密室逃脱,悬疑/惊悚,张帆 Fan Zhang, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1140/[阳光电影www.ygdy8.com].迷魂之密室逃脱.HD.720p.国语中字.rmvb
猎仇者,悬疑/惊悚/犯罪,伏羲 Fu Xi, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1139/[阳光电影www.ygdy8.com].猎仇者.HD.720p.国语中字.rmvb
制服/冰裸杀,动作/犯罪,王光利 Guangli Wang, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9151/[阳光电影www.ygdy8.com].制服.HD.720p.国语中字.rmvb
金牌流浪狗,喜剧/运动,马里奥 Mario, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1137/[阳光电影www.ygdy8.com].金牌流浪狗.HD.720p.国语中字.rmvb
澳门风云,喜剧/动作,王晶 Jing Wong, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1136/[阳光电影www.ygdy8.com].澳门风云.HD.720p.国语中字.rmvb
诡镇/险路勿近,剧情/悬疑/惊悚&nbsp; ,钱人豪 Joe Chien, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1134/[阳光电影www.ygdy8.com].诡镇.HD.720p.国语中字.rmvb
控制/控城计,动作/科幻/悬疑/犯罪,毕国智 Kenneth Bi, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1133/[阳光电影www.ygdy8.com].控制.HD.720p.国语中字.rmvb
帝国秘符,动作/冒险,李作楠 Tso Nam Lee, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9146/[阳光电影www.ygdy8.com].帝国秘符.HD.720p.国语中字.rmvb
功夫战斗机,剧情/动作&nbsp; ,蒋国权 Kwang Che Ching, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9144/[阳光电影www.ygdy8.com].功夫战斗机.HD.720p.国语中字.rmvb
爱很美,爱情&nbsp; ,殷悦 Yue Yin, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1128/[阳光电影www.ygdy8.com].爱很美.HD.720p.国语中字.rmvb
喜羊羊与灰太狼之飞马奇遇记,喜剧/动画/家庭/奇幻/冒险,简耀宗 Yao Zong Jian, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9139/[阳光电影www.ygdy8.com].喜羊羊与灰太狼之飞马奇遇记.HD.720p.国语中字.rmvb
甜心巧克力,爱情&nbsp; ,筱原哲雄 Tetsuo Shinohara, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9137/[阳光电影www.ygdy8.com].甜心巧克力.HD.720p.国语中字.rmvb
啊朋友还钱,喜剧,卫捷 Jie Wei, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1125/[阳光电影www.ygdy8.com].啊朋友还钱.HD.720p.国语中字.rmvb
郑和1405：魔海寻踪,动画/奇幻/冒险,高毅 朱义昌, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9137/[阳光电影www.ygdy8.com].郑和1405：魔海寻踪.HD.720p.国语中字.rmvb
等风来,喜剧/爱情&nbsp; ,滕华涛 Huatao Teng, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9136/[阳光电影www.ygdy8.com].等风来.HD.720p.国语中字.rmvb
怒放之青春再见,剧情/爱情/音乐,卢庚戌 Gengxu Lu, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1124/[阳光电影www.ygdy8.com].怒放之青春再见.HD.720p.国语中字.rmvb
私人订制,剧情/喜剧&nbsp; ,冯小刚 Xiaogang Feng, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9133/[阳光电影www.ygdy8.com].私人订制.HD.720p.国语中字.rmvb
冲锋战警,动作/犯罪,罗守耀 Dennis Law, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9130/[阳光电影www.ygdy8.com].冲锋战警.BD.720p.国粤双语中字.mkv
扫毒/变役,剧情/动作/悬疑/犯罪,刘存明 Cunming Liu, , ,ftp://ygdy8:ygdy8@d067.dydytt.com:8031/[阳光电影www.ygdy8.com].扫毒.BD.720p.国粤双语中字.mkv
我的美丽王国/名模,喜剧/爱情,麦咏麟 Wing-Lun Mak, , ,ftp://ygdy8:ygdy8@d168.dydytt.com:2005/[阳光电影www.ygdy8.com].我的美丽王国.HD.720p.国语中字.rmvb
终极大冒险,喜剧/动画/冒险,孙立军 Lijun Sun&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; , , ,ftp://ygdy8:ygdy8@d168.dydytt.com:2005/[阳光电影www.ygdy8.com].终极大冒险.HD.720p.国语.rmvb
爆3俏娇娃,剧情/动作/喜剧,卓韵芝 Goo-Bi GC , , ,ftp://ygdy8:ygdy8@d201.dygod.org:9129/[阳光电影www.ygdy8.com].爆3俏娇娃.BD.720p.国粤双语中字.mkv
警察故事2013,动作/爱情/犯罪,丁晟 Sheng Ding, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9128/[阳光电影www.ygdy8.com].警察故事2013.HD.720p.国语中字.rmvb
被偷走的那五年/倾城之泪2,爱情,黄真真 Babara Wong, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1116/[阳光电影www.ygdy8.com].被偷走的那五年.BD.720p.国语中字.rmvb
僵尸/七日重生,动作/剧情/恐怖 ,麦浚龙 Juno Mak, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9127/[阳光电影www.ygdy8.com].僵尸.BD.720p.国粤双语中字.mkv
一场风花雪月的事,动作/爱情/犯罪,高群书 Qunshu Gao, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1115/[阳光电影www.ygdy8.com].一场风花雪月的事.HD.720p.国语中字.rmvb
扫毒/变役,剧情/动作/悬疑/犯罪,刘存明 Cunming Liu, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1113/[阳光电影www.ygdy8.com].扫毒.HD.720p.国语中字.rmvb
我为相亲狂,剧情,韩晶 Han Jing, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9124/[阳光电影www.ygdy8.com].我为相亲狂.HD.720p.国语中字.mkv
意外的恋爱时光,喜剧/爱情&nbsp; ,黎志 Zhi Li, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1111/[阳光电影www.ygdy8.com].意外的恋爱时光.HD.720p.国语中字.rmvb
四大名捕2,动作/悬疑/奇幻/武侠,陈嘉上 Gordon Chan, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1110/[阳光电影www.ygdy8.com].四大名捕2.HD.720p.国语中字.rmvb
柠檬的爱情,爱情,杨木生, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9121/[阳光电影www.ygdy8.com].柠檬的爱情.HD.720p.国语中字.rmvb
姑娘漂亮,剧情,吕磊, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9121/[阳光电影www.ygdy8.com].姑娘漂亮.HD.720p.国语中字.rmvb
冰雪11天,剧情/灾难,陈国星 Guoxing Chen, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1109/[阳光电影www.ygdy8.com].冰雪11天.HD.720p.国语中字.rmvb
黑井往事,剧情,李伟, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1108/[阳光电影www.ygdy8.com].黑井往事.HD.720p.国语中字.rmvb
控制,动作/科幻/悬疑/犯罪,毕国智 Kenneth Bi, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9115/[阳光电影www.ygdy8.com].控制.HD.1024x576.国语中字.rmvb
风暴,动作/犯罪,袁锦麟 Alan Yuen, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9114/[阳光电影www.ygdy8.com].风暴.HD.720p.国语中字.rmvb
骇战/BBS乡民的正义,剧情,林世勇 Hero Lin ,陈柏霖 Bolin Chen, ,ftp://ygdy8:ygdy8@d006.dygod.org:1100/[阳光电影www.ygdy8.com].骇战.BD.720p.中文字幕.rmvb
无人区,剧情/犯罪/西部,宁浩 Hao Ning, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9105/[阳光电影www.ygdy8.com].无人区.HD.720p.国语中字.rmvb
莫陌3：大V时代,剧情,许飞青, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9103/[阳光电影www.ygdy8.com].莫陌3：大V时代.HD.720p.国语中字.rmvb
嫩模圈,剧情,谭晓刚, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9103/[阳光电影www.ygdy8.com].嫩模圈.HD.720p.国语中字.rmvb
总铺师,喜剧,陈玉勋 Yu-Hsun Chen, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1092/[阳光电影www.ygdy8.com].总铺师.BD.720p.国语中字.rmvb
我爱的是你爱我,剧情/爱情,马志宇 Ma Zhi-yu, , ,ftp://ygdy8:ygdy8@d067.dydytt.com:8030/[阳光电影www.ygdy8.com].我爱的是你爱我.HD.720p.国语中字.rmvb
诡婴/诡婴吉咪,恐怖,梁普智 Po-Chih Leong, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1089/[阳光电影www.ygdy8.com].诡婴.BD.720p.国粤双语中字.mkv
我的男男男男朋友,喜剧/爱情,赵崇基 Sung Kee Chiu, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9063/[阳光电影www.ygdy8.com].我的男男男男朋友.HD.720p.国语中字.rmvb
暴躁天使,剧情/爱情,赵晔 Ye Zha, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1088/[阳光电影www.ygdy8.com].暴躁天使.HD.720p.国语中字.rmvb
特殊身份,动作/犯罪,司徒锦源 Kam-Yuen Szeto, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9061/[阳光电影www.ygdy8.com].特殊身份.BD.720p.国粤双语中字.mkv
不要迷恋姐,喜剧/爱情,钟萱 Zhong Xuan&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ,钟萱 Zhong Xuan, ,ftp://ygdy8:ygdy8@d201.dygod.org:9060/[阳光电影www.ygdy8.com].不要迷恋姐.HD.720p.国语中字.mkv
诡拼车,悬疑/惊悚,张力 Li Zhang&nbsp; , , ,ftp://ygdy8:ygdy8@d006.dygod.org:1085/[阳光电影www.ygdy8.com].诡拼车.HD.720p.国语中字.rmvb
欲,剧情,洛森, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1083/[阳光电影www.ygdy8.com].欲.HD.720p.国语中字.mkv
狄仁杰之神都龙王,动作/冒险,徐克 Hark Tsui&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; , , ,ftp://ygdy8:ygdy8@d201.dygod.org:9057/[阳光电影www.ygdy8.com].狄仁杰之神都龙王.BD.720p.国语中字.rmvb
一路顺疯,剧情/喜剧,叶伟民 Wai Man Yip, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1082/[阳光电影www.ygdy8.com].一路顺疯.HD.720p.国语中字.rmvb
全民目击,悬疑/犯罪,非行 Fei Xing, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1081/[阳光电影www.ygdy8.com].全民目击.HD.720p.国语中字.rmvb
逃出生天,剧情/灾难,彭发 Danny Pang, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9056/[阳光电影www.ygdy8.com].逃出生天.BD.720p.国粤双语中字.mkv
金刚王：死亡救赎,剧情/动作,罗永昌 Wing-cheong Law, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9055/[阳光电影www.ygdy8.com].金刚王.HD.720p.国语中字.rmvb
私人定做,剧情/喜剧,刘崇崇, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1080/[阳光电影www.ygdy8.com].私人定做.HD.720p.国语中字.mkv
白狐,动作/爱情/奇幻/古装,牛朝阳 Chaoyang Niu&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; , , ,ftp://ygdy8:ygdy8@d201.dygod.org:9054/[阳光电影www.ygdy8.com].白狐.HD.720p.国语中字.rmvb
爱情碰碰撞,剧情/喜剧,张一墨 Yi Mo Zhang, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1079/[阳光电影www.ygdy8.com].爱情碰碰撞.HD.720p.国语中字.rmvb
心急吃不了热豆腐,喜剧,冯巩 Gong Feng, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1078/[阳光电影www.ygdy8.com].心急吃不了热豆腐.HD.720p.国语中字.rmvb
美男记,喜剧/爱情,陈之月 Zhiyue Chen, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1075/[阳光电影www.ygdy8.com].美男记.HD.720p.国语中字.rmvb
步步追魂,悬疑/惊悚,江澄 Cheng Jiang, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1074/[阳光电影www.ygdy8.com].步步追魂.HD.720p.国语中字.rmvb
梦想预备生之半熟少女,剧情/爱情/歌舞,刘鼎业, , ,ftp://ygdy8:ygdy8@d067.dydytt.com:8028/[阳光电影www.ygdy8.com].半熟少女.HD.720p.国语中字.mkv
惊情/荒原惊情,剧情/动作,张鑫 Xin Zhang, , ,ftp://ygdy8:ygdy8@d067.dydytt.com:8027/[阳光电影www.ygdy8.com].惊情.HD.720p.国语.rmvb
新扎师兄之青年干探,动作 ,王晶Jing Wong, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1073/[阳光电影www.ygdy8.com].新扎师兄之青年干探.HD.1024x576.国语.rmvb
甲方乙方,喜剧,冯小刚 Xiaogang Feng, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9050/[阳光电影www.ygdy8.com].甲方乙方.BD.720p.国语中字.rmvb
没完没了,喜剧,冯小刚 Xiaogang Feng, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9050/[阳光电影www.ygdy8.com].没完没了.BD.720p.国语中字.rmvb
不见不散,爱情/喜剧,冯小刚 Xiaogang Feng, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1072/[阳光电影www.ygdy8.com].不见不散.BD.720p.国语中字.rmvb
光的棍,喜剧/爱情,刘存明 Cunming Liu, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9049/[阳光电影www.ygdy8.com].光的棍.HD.720p.国语中字.rmvb
201314/爱你一生一世,爱情/喜剧,孔令晨 Lingchen Kong , , ,ftp://ygdy8:ygdy8@d006.dygod.org:1071/[阳光电影www.ygdy8.com].201314.HD.720p.国语中字.rmvb
激战：勇者不败,剧情/动作/运动,林超贤 Dante Lam, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1070/[[阳光电影www.ygdy8.com].激战：勇者不败.BD.720p.国粤双语中字.mkv
非常幸运,喜剧/爱情,邓尼&middot;戈登 Dennie Gordon, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1068/[阳光电影www.ygdy8.com].非常幸运.BD.720p.国语中字.rmvb
冲锋战警,动作/犯罪,罗守耀 Dennis Law, , ,ftp://ygdy8:ygdy8@d201.dygod.org:9044/[阳光电影www.ygdy8.com].冲锋战警.HD.720p.国语中字.rmvb
时光恋人,剧情/爱情/奇幻,沈东 Dong Shen, , ,ftp://ygdy8:ygdy8@d006.dygod.org:1065/[阳光电影www.ygdy8.com].时光恋人.HD.720p.国语中字.mkv
公主的诱惑,喜剧/爱情,肖黄英 Huang-ying Xiao, , ,ftp://dygod1:dygod1@d006.dygod.org:1063/[阳光电影www.ygdy8.com].公主的诱惑.HD.720p.国语.rmvb
铁血娇娃,动作/惊悚/冒险,傅华阳 Huayang Fu, , ,ftp://dygod1:dygod1@d201.dygod.org:9040/[阳光电影www.ygdy8.com].铁血娇娃.HD.1024x576.国语中字.rmvb
明天记得爱上我,爱情/奇幻/喜剧,陈骏霖 Arvin Chen, , ,ftp://dygod1:dygod1@d201.dygod.org:9039/[阳光电影www.ygdy8.com].明天记得爱上我.BD.720p.国粤双语中字.mkv
大明劫,剧情/古装,王竞 Jing Wang, , ,ftp://dygod1:dygod1@d006.dygod.org:1062/[阳光电影www.ygdy8.com].大明劫.HD.720p.国语中字.rmvb
特殊身份/终极解码,动作/犯罪,司徒锦源 Kam-Yuen Szeto, , ,ftp://dygod1:dygod1@d006.dygod.org:1061/[阳光电影www.ygdy8.com].特殊身份.HD.720p.国语中字.rmvb
光辉岁月,剧情/动作/冒险,熊欣欣 Xin Xin Xiong, , ,ftp://dygod1:dygod1@d006.dygod.org:1060/[阳光电影www.ygdy8.com].光辉岁月.HD.720p.国语中字.mkv
美姐/铁蛋儿的情歌,剧情/喜剧,郝杰 Jie Hao, , ,ftp://dygod1:dygod1@d006.dygod.org:1059/[阳光电影www.ygdy8.com].美姐.HD.960x400.国语中字.mkv
冷瞳,悬疑/惊悚/恐怖,蒋国权 Kwang Che Ching, , ,ftp://dygod1:dygod1@d201.dygod.org:9035/[阳光电影www.ygdy8.com].冷瞳.HD.720p.国语中字.rmvb
梦幻岛,剧情/爱情,王鸣飞 MIng Fei Wang&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; , , ,ftp://dygod1:dygod1@d006.dygod.org:1058/[阳光电影www.ygdy8.com].梦幻岛.HD.720p.国语中字.mkv
逃出生天,剧情/灾难,彭发 Danny Pang, , ,ftp://dygod1:dygod1@d168.dydytt.com:8019/[阳光电影www.ygdy8.com].逃出生天.HD.1024x576.国语中字.rmvb
狄仁杰之神都龙王,动作/冒险,徐克 Hark Tsui&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; , , ,ftp://dygod1:dygod1@d201.dygod.org:9034/[阳光电影www.ygdy8.com].狄仁杰之神都龙王.HD.720p.国语中字.rmvb
回到爱开始的地方, ,林孝谦 Hsiao-Chien Lin, , ,ftp://dygod1:dygod1@d201.dygod.org:9032/[阳光电影www.ygdy8.com].回到爱开始的地方.HD.720p.国语中字.rmvb
无间罪：僵尸重生,惊悚/恐怖,夏咏 Yong Xia, , ,ftp://dygod1:dygod1@d006.dygod.org:1054/[阳光电影www.ygdy8.com].无间罪：僵尸重生.HD.720p.国语中字.rmvb
有种,剧情/爱情,张元 Yuan Zhang, , ,ftp://dygod1:dygod1@d006.dygod.org:1053/[阳光电影www.ygdy8.com].有种.HD.720p.国语中字.rmvb
借你俩胆,喜剧/惊悚,韩兆 Zhao Han, , ,ftp://dygod1:dygod1@d006.dygod.org:1052/[阳光电影www.ygdy8.com].借你俩胆.HD.720p.国语中字.rmvb
我想和你好好的,剧情/爱情,李蔚然 Weiran Li, , ,ftp://dygod1:dygod1@d201.dygod.org:9029/[阳光电影www.ygdy8.com].我想和你好好的.HD.720p.国语中字.rmvb
81号农场之保卫麦咭,喜剧/动画/家庭,徐克 Xiao Xu Ke, , ,ftp://dygod1:dygod1@d006.dygod.org:1051/[阳光电影www.ygdy8.com].81号农场之保卫麦咭.HD.720p.国语中字.rmvb
天台爱情,爱情/动作/歌舞/喜剧,周杰伦 Jay Chou, , ,ftp://dygod1:dygod1@d006.dygod.org:1050/[阳光电影www.ygdy8.com].天台爱情.BD.720p.国语中字.rmvb
盗剑72小时,喜剧/悬疑/惊悚/冒险,徐捷 Jie Xu, , ,ftp://dygod1:dygod1@d201.dygod.org:9027/[阳光电影www.ygdy8.com].盗剑72小时.HD.720p.国语中字.rmvb
来历不明,科幻/悬疑,陈楚童 Chu Tong Cheng, , ,ftp://dygod1:dygod1@d006.dygod.org:1049/[阳光电影www.ygdy8.com].来历不明.HD.1024x576.国语中字.rmvb
几宗罪之性与罪, ,宋健君, , ,ftp://dygod1:dygod1@d006.dygod.org:1047/[阳光电影www.ygdy8.com].几宗罪之性与罪.HD.720p.国语中字.rmvb
宝米恰恰,喜剧/剧情/爱情&nbsp; ,杨贻茜 Yi-Chien Yang, , ,ftp://dygod1:dygod1@d006.dygod.org:1045/[阳光电影www.ygdy8.com].宝米恰恰.HD.720p.国语中字.rmvb
闺蜜之青春盛宴,剧情,何自强, , ,ftp://dygod1:dygod1@d006.dygod.org:1043/[阳光电影www.ygdy8.com].闺蜜之青春盛宴.HD.720p.国语中字.rmvb
超级经纪人,剧情/喜剧,冯志强 Chi Keung Fung, , ,ftp://dygod1:dygod1@d201.dygod.org:8003/[阳光电影www.ygdy8.com].超级经理人.BD.720p.国粤双语中字.mkv
枕边有张脸,悬疑/惊悚,赵小溪 Zhao Xiao Xi, , ,ftp://dygod1:dygod1@d006.dygod.org:1042/[阳光电影www.ygdy8.com].枕边有张脸.HD.720p.国语中字.rmvb
4B青年之4楼B座,喜剧/爱情,孙达 Da Sun, , ,ftp://dygod1:dygod1@d006.dygod.org:1041/[阳光电影www.ygdy8.com].4B青年之4楼B座.HD.720p.国语中字.rmvb
大明猩,剧情/喜剧/运动,金容华 Yong-hwa Kim, , ,ftp://dygod1:dygod1@d006.dygod.org:1040/[阳光电影www.ygdy8.com].大明猩.BD.720p.国粤双语中字.mkv
青春好久不见,剧情,段玉飞, , ,ftp://dygod1:dygod1@d201.dygod.org:9022/[阳光电影www.ygdy8.com].青春好久不见.HD.1024x576.国语中字.rmvb 
猎天/高中那些破事,剧情/喜剧/爱情,梁锋, , ,ftp://dygod1:dygod1@d201.dygod.org:8002/[阳光电影www.ygdy8.com].猎天.HD.720p.国语中字.rmvb
非常幸运,喜剧/爱情,邓尼&middot;戈登 Dennie Gordon, , ,ftp://dygod1:dygod1@d201.dygod.org:9021/[阳光电影www.ygdy8.com].非常幸运.HD.720p.国语中字.rmvb
一座城池,剧情/喜剧,孙渤涵 Bohan Sun, , ,ftp://dygod1:dygod1@d006.dygod.org:1038/[阳光电影www.ygdy8.com].一座城池.HD.720p.国语中字.rmvb
后院有宝,喜剧,吴天戈, , ,ftp://dygod1:dygod1@d201.dygod.org:9019/[阳光电影www.ygdy8.com].后院有宝.HD.720p.国语中字.rmvb
古镇凶灵之巫咒缠身,惊悚/恐怖,刘辉 Hui Liu, , ,ftp://dygod1:dygod1@d006.dygod.org:1037/[阳光电影www.ygdy8.com].古镇凶灵之巫咒缠身.HD.720p.国语中字.rmvb
致我们终将逝去的青春,剧情/爱情,赵薇 Vicki Zhao, , ,ftp://dygod1:dygod1@d201.dygod.org:9017/[阳光电影www.ygdy8.com].致我们终将逝去的青春.BD.720p.国粤双语中字.mkv
